Bid,Difference_Bid_PTE,Winner,codmat,coduasg,Tender,ipgItem,ipgQuantidade,ipgValorMinClassif,Pre_Tender,Date,Bid_value,numprp,prgCod,Competitor,atualizado,Number_bids,especificidade,frequencia,material,Collusive_competitor_original,Collusive_competitor,CV,SPD,DIFFP,RD,KURT,SKEW,KSTEST
174732656,7.35,0,11333,925813,7599713,26,3,49.98,63.6,1296563547,56.25,22011,270154,08065700000176,1,14,1309824,0,16250,0,0,0.0615,0.2005,0.0004,0.1179,-0.7588,0.1527,0.2143
174732659,3.6,0,11333,925813,7599713,26,3,49.98,63.6,1296563547,60.0,22011,270154,05580800000142,1,14,1309824,0,16250,0,0,0.0615,0.2005,0.0004,0.1179,-0.7588,0.1527,0.2143
174732657,3.6,0,11333,925813,7599713,26,3,49.98,63.6,1296563547,60.0,22011,270154,10810728000132,1,14,1309824,0,16250,0,0,0.0615,0.2005,0.0004,0.1179,-0.7588,0.1527,0.2143
174732658,3.6,0,11333,925813,7599713,26,3,49.98,63.6,1296563547,60.0,22011,270154,41984014000174,1,14,1309824,0,16250,0,0,0.0615,0.2005,0.0004,0.1179,-0.7588,0.1527,0.2143
174758463,196.04,1,11333,925813,7599714,27,24,719.76,915.8,1296574146,719.76,22011,270154,10810728000132,1,3,1309824,0,16250,0,0,0.1084,0.2004,0.0003,0.0012,0.0,1.732,0.665
174732660,195.8,0,11333,925813,7599714,27,24,719.76,915.8,1296563547,720.0,22011,270154,05580800000142,1,3,1309824,0,16250,0,0,0.1084,0.2004,0.0003,0.0012,0.0,1.732,0.665
174732661,51.8,0,11333,925813,7599714,27,24,719.76,915.8,1296563547,864.0,22011,270154,10810728000132,1,3,1309824,0,16250,0,0,0.1084,0.2004,0.0003,0.0012,0.0,1.732,0.665
174758800,325.5,1,11333,925813,7599715,28,24,1150.0,1475.5,1296574977,1150.0,22011,270154,79065181000194,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758779,295.6,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574885,1179.9,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758769,295.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574810,1180.0,22011,270154,79065181000194,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758763,276.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574738,1199.0,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758655,275.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574273,1200.0,22011,270154,79065181000194,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758761,255.58,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574714,1219.92,22011,270154,10810728000132,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758760,255.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574713,1220.0,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758755,245.74,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574654,1229.76,22011,270154,10810728000132,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758754,245.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574653,1230.0,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758746,235.66,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574599,1239.84,22011,270154,10810728000132,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758745,235.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574598,1240.0,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758740,225.58,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574561,1249.92,22011,270154,10810728000132,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758739,225.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574560,1250.0,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758529,205.66,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574185,1269.84,22011,270154,10810728000132,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758527,205.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574184,1270.0,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758484,185.74,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574155,1289.76,22011,270154,10810728000132,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758482,185.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574155,1290.0,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758456,176.62,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574143,1298.88,22011,270154,10810728000132,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758409,176.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574111,1299.0,22011,270154,08859696000118,1,32,1309824,0,16250,1,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758377,175.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296574091,1300.0,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758198,126.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296573959,1349.0,22011,270154,08859696000118,1,32,1309824,0,16250,1,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174732662,125.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296563547,1350.0,22011,270154,08065700000176,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174732663,-204.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296563547,1680.0,22011,270154,11413983000104,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174732671,-204.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296563547,1680.0,22011,270154,05580800000142,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174732664,-204.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296563547,1680.0,22011,270154,10810728000132,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174732667,-204.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296563547,1680.0,22011,270154,08859696000118,1,32,1309824,0,16250,1,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174732665,-204.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296563547,1680.0,22011,270154,00301082000104,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174732669,-204.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296563547,1680.0,22011,270154,03361592000165,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174732668,-204.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296563547,1680.0,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174732670,-204.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296563547,1680.0,22011,270154,11382541000148,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174732666,-204.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296563547,1680.0,22011,270154,79065181000194,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174732672,-3324.5,0,11333,925813,7599715,28,24,1150.0,1475.5,1296563547,4800.0,22011,270154,12416309000146,1,32,1309824,0,16250,0,0,0.4302,3.1739,0.0426,0.3335,25.4218,4.8163,0.8235
174758975,746.6,1,11333,925813,7599716,29,24,2179.0,2925.6,1296575826,2179.0,22011,270154,08859696000118,1,37,1309824,0,16250,1,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758974,745.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296575820,2180.0,22011,270154,41984014000174,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758965,744.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296575765,2181.0,22011,270154,08859696000118,1,37,1309824,0,16250,1,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758957,743.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296575734,2182.0,22011,270154,41984014000174,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758951,742.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296575720,2183.0,22011,270154,08859696000118,1,37,1309824,0,16250,1,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758936,741.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296575672,2184.0,22011,270154,41984014000174,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758931,740.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296575644,2185.0,22011,270154,08859696000118,1,37,1309824,0,16250,1,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758927,739.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296575625,2186.0,22011,270154,41984014000174,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758925,738.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296575616,2187.0,22011,270154,08859696000118,1,37,1309824,0,16250,1,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758923,737.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296575607,2188.0,22011,270154,41984014000174,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758916,736.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296575494,2189.0,22011,270154,08859696000118,1,37,1309824,0,16250,1,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758914,735.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296575482,2190.0,22011,270154,41984014000174,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758912,733.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296575470,2192.0,22011,270154,08859696000118,1,37,1309824,0,16250,1,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758907,732.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296575442,2193.0,22011,270154,41984014000174,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758903,731.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296575423,2194.0,22011,270154,08859696000118,1,37,1309824,0,16250,1,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758896,730.7,0,11333,925813,7599716,29,24,2179.0,2925.6,1296575396,2194.9,22011,270154,41984014000174,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758792,730.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296574949,2195.0,22011,270154,08859696000118,1,37,1309824,0,16250,1,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758784,729.7,0,11333,925813,7599716,29,24,2179.0,2925.6,1296574908,2195.9,22011,270154,41984014000174,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758774,729.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296574842,2196.0,22011,270154,08859696000118,1,37,1309824,0,16250,1,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758767,727.7,0,11333,925813,7599716,29,24,2179.0,2925.6,1296574802,2197.9,22011,270154,41984014000174,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758710,727.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296574390,2198.0,22011,270154,08859696000118,1,37,1309824,0,16250,1,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758686,726.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296574315,2199.0,22011,270154,41984014000174,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758594,725.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296574230,2200.0,22011,270154,08859696000118,1,37,1309824,0,16250,1,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758598,586.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296574233,2339.0,22011,270154,00301082000104,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758545,525.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296574196,2400.0,22011,270154,41984014000174,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758371,485.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296574087,2440.0,22011,270154,08859696000118,1,37,1309824,0,16250,1,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758325,475.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296574054,2450.0,22011,270154,41984014000174,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758220,424.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296573974,2501.0,22011,270154,08859696000118,1,37,1309824,0,16250,1,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174732673,333.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296563547,2592.0,22011,270154,08065700000176,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758477,165.84,0,11333,925813,7599716,29,24,2179.0,2925.6,1296574153,2759.76,22011,270154,10810728000132,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174732675,165.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296563547,2760.0,22011,270154,10810728000132,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174732679,165.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296563547,2760.0,22011,270154,03361592000165,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174732676,165.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296563547,2760.0,22011,270154,00301082000104,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174732677,165.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296563547,2760.0,22011,270154,08859696000118,1,37,1309824,0,16250,1,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174732674,165.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296563547,2760.0,22011,270154,11413983000104,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174732680,165.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296563547,2760.0,22011,270154,05580800000142,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174732678,165.6,0,11333,925813,7599716,29,24,2179.0,2925.6,1296563547,2760.0,22011,270154,41984014000174,1,37,1309824,0,16250,0,0,0.1009,0.2666,0.0005,0.0119,-0.8604,0.9601,0.5855
174758966,279.1,1,11333,925813,7599717,30,24,684.0,963.1,1296575773,684.0,22011,270154,08859696000118,1,32,1309824,0,16250,1,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758964,278.2,0,11333,925813,7599717,30,24,684.0,963.1,1296575764,684.9,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758958,278.1,0,11333,925813,7599717,30,24,684.0,963.1,1296575735,685.0,22011,270154,08859696000118,1,32,1309824,0,16250,1,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758939,277.1,0,11333,925813,7599717,30,24,684.0,963.1,1296575683,686.0,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758928,276.1,0,11333,925813,7599717,30,24,684.0,963.1,1296575631,687.0,22011,270154,08859696000118,1,32,1309824,0,16250,1,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758926,275.1,0,11333,925813,7599717,30,24,684.0,963.1,1296575617,688.0,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758915,274.1,0,11333,925813,7599717,30,24,684.0,963.1,1296575482,689.0,22011,270154,08859696000118,1,32,1309824,0,16250,1,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758904,273.2,0,11333,925813,7599717,30,24,684.0,963.1,1296575435,689.9,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758884,273.1,0,11333,925813,7599717,30,24,684.0,963.1,1296575376,690.0,22011,270154,08859696000118,1,32,1309824,0,16250,1,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758880,272.1,0,11333,925813,7599717,30,24,684.0,963.1,1296575357,691.0,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758861,271.1,0,11333,925813,7599717,30,24,684.0,963.1,1296575241,692.0,22011,270154,08859696000118,1,32,1309824,0,16250,1,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758841,270.1,0,11333,925813,7599717,30,24,684.0,963.1,1296575188,693.0,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758795,269.1,0,11333,925813,7599717,30,24,684.0,963.1,1296574966,694.0,22011,270154,08859696000118,1,32,1309824,0,16250,1,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758786,267.2,0,11333,925813,7599717,30,24,684.0,963.1,1296574916,695.9,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758772,267.1,0,11333,925813,7599717,30,24,684.0,963.1,1296574822,696.0,22011,270154,08859696000118,1,32,1309824,0,16250,1,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758766,265.2,0,11333,925813,7599717,30,24,684.0,963.1,1296574771,697.9,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758708,265.1,0,11333,925813,7599717,30,24,684.0,963.1,1296574377,698.0,22011,270154,08859696000118,1,32,1309824,0,16250,1,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758689,264.1,0,11333,925813,7599717,30,24,684.0,963.1,1296574326,699.0,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758564,263.1,0,11333,925813,7599717,30,24,684.0,963.1,1296574211,700.0,22011,270154,08859696000118,1,32,1309824,0,16250,1,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758567,113.26,0,11333,925813,7599717,30,24,684.0,963.1,1296574213,849.84,22011,270154,10810728000132,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758566,113.1,0,11333,925813,7599717,30,24,684.0,963.1,1296574213,850.0,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758534,102.22,0,11333,925813,7599717,30,24,684.0,963.1,1296574188,860.88,22011,270154,10810728000132,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758530,102.1,0,11333,925813,7599717,30,24,684.0,963.1,1296574186,861.0,22011,270154,00301082000104,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758467,100.3,0,11333,925813,7599717,30,24,684.0,963.1,1296574149,862.8,22011,270154,10810728000132,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174758140,100.1,0,11333,925813,7599717,30,24,684.0,963.1,1296573916,863.0,22011,270154,08859696000118,1,32,1309824,0,16250,1,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174732682,99.1,0,11333,925813,7599717,30,24,684.0,963.1,1296563547,864.0,22011,270154,10810728000132,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174732684,99.1,0,11333,925813,7599717,30,24,684.0,963.1,1296563547,864.0,22011,270154,08859696000118,1,32,1309824,0,16250,1,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174732683,99.1,0,11333,925813,7599717,30,24,684.0,963.1,1296563547,864.0,22011,270154,00301082000104,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174732686,99.1,0,11333,925813,7599717,30,24,684.0,963.1,1296563547,864.0,22011,270154,03361592000165,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174732681,99.1,0,11333,925813,7599717,30,24,684.0,963.1,1296563547,864.0,22011,270154,11413983000104,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174732685,99.1,0,11333,925813,7599717,30,24,684.0,963.1,1296563547,864.0,22011,270154,41984014000174,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174732687,55.9,0,11333,925813,7599717,30,24,684.0,963.1,1296563547,907.2,22011,270154,08065700000176,1,32,1309824,0,16250,0,0,0.1139,0.3263,0.0013,0.0042,-1.8664,0.4292,0.5221
174759073,721.08,1,11333,925813,7599718,31,37,1030.82,1751.9,1296576367,1030.82,22011,270154,79065181000194,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174759071,551.9,0,11333,925813,7599718,31,37,1030.82,1751.9,1296576364,1200.0,22011,270154,41984014000174,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174759064,502.04,0,11333,925813,7599718,31,37,1030.82,1751.9,1296576344,1249.86,22011,270154,10810728000132,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174759063,501.9,0,11333,925813,7599718,31,37,1030.82,1751.9,1296576343,1250.0,22011,270154,41984014000174,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174759109,469.85,0,11333,925813,7599718,31,37,1030.82,1751.9,1296576481,1282.05,22011,270154,11382541000148,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174759045,452.09,0,11333,925813,7599718,31,37,1030.82,1751.9,1296576297,1299.81,22011,270154,10810728000132,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174759029,451.91,0,11333,925813,7599718,31,37,1030.82,1751.9,1296576251,1299.99,22011,270154,11382541000148,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174759010,451.9,0,11333,925813,7599718,31,37,1030.82,1751.9,1296576178,1300.0,22011,270154,41984014000174,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174758977,381.9,0,11333,925813,7599718,31,37,1030.82,1751.9,1296575993,1370.0,22011,270154,79065181000194,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174732688,364.4,0,11333,925813,7599718,31,37,1030.82,1751.9,1296563547,1387.5,22011,270154,08065700000176,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174732689,86.9,0,11333,925813,7599718,31,37,1030.82,1751.9,1296563547,1665.0,22011,270154,11413983000104,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174732696,86.9,0,11333,925813,7599718,31,37,1030.82,1751.9,1296563547,1665.0,22011,270154,05580800000142,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174732690,86.9,0,11333,925813,7599718,31,37,1030.82,1751.9,1296563547,1665.0,22011,270154,10810728000132,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174732694,86.9,0,11333,925813,7599718,31,37,1030.82,1751.9,1296563547,1665.0,22011,270154,03361592000165,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174732692,86.9,0,11333,925813,7599718,31,37,1030.82,1751.9,1296563547,1665.0,22011,270154,00301082000104,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174732691,86.9,0,11333,925813,7599718,31,37,1030.82,1751.9,1296563547,1665.0,22011,270154,79065181000194,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174732693,86.9,0,11333,925813,7599718,31,37,1030.82,1751.9,1296563547,1665.0,22011,270154,41984014000174,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174732695,86.9,0,11333,925813,7599718,31,37,1030.82,1751.9,1296563547,1665.0,22011,270154,11382541000148,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174732697,-3798.1,0,11333,925813,7599718,31,37,1030.82,1751.9,1296563547,5550.0,22011,270154,12416309000146,1,19,1309824,0,16250,0,0,0.5814,4.3841,0.2125,3.8496,16.941,4.0158,0.807
174759084,198.18,1,11333,925813,7599719,32,12,280.92,479.1,1296576405,280.92,22011,270154,79065181000194,1,29,1309824,0,16250,0,0,0.6169,5.4075,0.2032,0.2768,26.2679,5.0182,0.8424
